match_uuid,Round,Team,Race,Name,Type,Level,SPP_gain,playerID,Opponent,Opponent_Race,BLK,AVBr,KO,CAS,Kills,TD,Pass,Pass_m,Catch,Int,Carry_m,Surf,FP
1000437100,1,Bloodthirsty Sea Guard,High Elf,John Murphy,Lineman,2,0,20101192,Cold one Cannibals,Lizardmen,4,0,0,0,0,0,0,0,0,0,0,0,1
1000437100,1,Bloodthirsty Sea Guard,High Elf,Monty Green,Lineman,3,0,17102079,Cold one Cannibals,Lizardmen,3,2,2,0,0,0,0,0,0,0,0,0,4
1000437100,1,Bloodthirsty Sea Guard,High Elf,Lexa,Catcher,2,9,21820994,Cold one Cannibals,Lizardmen,1,0,0,0,0,3,0,0,0,0,34,0,11
1000437100,1,Bloodthirsty Sea Guard,High Elf,Tûrciniien Tantansyr,Lineman,1,0,11,Cold one Cannibals,Lizardmen,0,0,0,0,0,0,0,0,0,0,0,0,0
1000437100,1,Bloodthirsty Sea Guard,High Elf,Finn Collins,Blitzer,4,0,17102074,Cold one Cannibals,Lizardmen,2,0,0,0,0,0,0,0,0,0,0,0,1
1000437100,1,Bloodthirsty Sea Guard,High Elf,Alawë Kiendian,Lineman,2,0,22139740,Cold one Cannibals,Lizardmen,0,0,0,0,0,0,0,0,0,0,0,0,0
1000437100,1,Bloodthirsty Sea Guard,High Elf,Octavia Blake,Catcher,4,0,17102075,Cold one Cannibals,Lizardmen,6,0,0,0,0,0,0,0,0,0,0,0,2
1000437100,1,Bloodthirsty Sea Guard,High Elf,Marcus Kane,Thrower,5,1,17102072,Cold one Cannibals,Lizardmen,1,1,0,0,0,0,1,10,0,0,18,0,6
1000437100,1,Cold one Cannibals,Lizardmen,Varga,Skink,1,5,21298918,Bloodthirsty Sea Guard,High Elf,0,0,0,0,0,0,0,0,0,0,0,0,0
1000437100,1,Cold one Cannibals,Lizardmen,Oenomaus,Saurus,2,0,19006472,Bloodthirsty Sea Guard,High Elf,7,0,0,0,0,0,0,0,0,0,0,0,2
1000437100,1,Cold one Cannibals,Lizardmen,Vilga,Skink,1,0,21298917,Bloodthirsty Sea Guard,High Elf,1,0,0,0,0,0,0,0,0,0,0,0,1
1000437100,1,Cold one Cannibals,Lizardmen,Barca,Saurus,2,0,19006471,Bloodthirsty Sea Guard,High Elf,5,1,0,0,0,0,0,0,0,0,0,0,2
1000437100,1,Cold one Cannibals,Lizardmen,Agron,Saurus,2,0,19006416,Bloodthirsty Sea Guard,High Elf,9,1,0,0,0,0,0,0,0,0,0,0,3
1000437100,1,Cold one Cannibals,Lizardmen,Pietros,Skink,2,0,19006649,Bloodthirsty Sea Guard,High Elf,2,0,0,0,0,0,0,0,0,0,52,0,3
1000437100,1,Cold one Cannibals,Lizardmen,Kerza,Skink,3,0,19006648,Bloodthirsty Sea Guard,High Elf,2,0,0,0,0,0,0,0,0,0,0,0,1
1000437100,1,Cold one Cannibals,Lizardmen,Theokoles,Kroxigor,3,2,19006473,Bloodthirsty Sea Guard,High Elf,9,2,1,1,0,0,0,0,0,0,0,0,5
1000437100,1,Cold one Cannibals,Lizardmen,Caesar,Skink,3,0,19006647,Bloodthirsty Sea Guard,High Elf,0,0,0,0,0,0,0,0,0,0,0,0,0
1000437100,1,Cold one Cannibals,Lizardmen,Ashur,Skink,3,0,19006525,Bloodthirsty Sea Guard,High Elf,0,1,0,0,0,0,0,0,0,0,10,0,2
1000437100,1,Cold one Cannibals,Lizardmen,Gannicus,Saurus,2,0,19006524,Bloodthirsty Sea Guard,High Elf,2,0,0,0,0,0,0,0,0,0,0,0,1
1000437100,1,Cold one Cannibals,Lizardmen,Crixus,Saurus,2,0,19006414,Bloodthirsty Sea Guard,High Elf,3,0,0,0,0,0,0,0,0,0,0,0,1
1000437100,1,Cold one Cannibals,Lizardmen,Spartacus,Saurus,2,2,19006415,Bloodthirsty Sea Guard,High Elf,8,1,0,1,0,0,0,0,0,0,0,0,4
1000435fe3,1,Leoric's new best friends,Vampire,Anya,Thrall,1,5,22145674,Fyarstars,Chaos,2,0,0,0,0,0,0,0,0,0,0,0,1
1000435fe3,1,Leoric's new best friends,Vampire,Baal,Vampire,4,4,17305823,Fyarstars,Chaos,9,6,2,2,0,0,0,0,0,0,0,0,9
1000435fe3,1,Leoric's new best friends,Vampire,Malthael,Thrall,3,0,17305829,Fyarstars,Chaos,0,0,0,0,0,0,0,0,0,0,0,0,0
1000435fe3,1,Leoric's new best friends,Vampire,Zoltun Kulle,Thrall,2,0,17305833,Fyarstars,Chaos,1,0,0,0,0,0,0,0,0,0,0,0,1
1000435fe3,1,Leoric's new best friends,Vampire,PLAYER_NAMES_CHAMPION_WILHELM,Star Player,1,3,13,Fyarstars,Chaos,10,2,2,0,0,1,0,0,1,0,38,0,11
1000435fe3,1,Leoric's new best friends,Vampire,Eirena,Thrall,1,0,19719855,Fyarstars,Chaos,0,0,0,0,0,0,0,0,0,0,0,0,0
1000435fe3,1,Leoric's new best friends,Vampire,Imperius,Vampire,4,4,19553916,Fyarstars,Chaos,5,3,0,1,1,0,2,16,0,0,44,0,12
1000435fe3,1,Leoric's new best friends,Vampire,Jerhyn,Thrall,1,0,21026854,Fyarstars,Chaos,1,0,0,0,0,0,0,0,0,0,0,0,1
1000435fe3,1,Leoric's new best friends,Vampire,Izual,Thrall,2,2,17305831,Fyarstars,Chaos,2,1,0,1,0,0,0,0,0,0,0,0,3
1000435fe3,1,Leoric's new best friends,Vampire,Ormus,Thrall,1,0,22510181,Fyarstars,Chaos,1,0,0,0,0,0,0,0,0,0,0,0,1
1000435fe3,1,Leoric's new best friends,Vampire,Captain Davyd,Thrall,1,0,22917086,Fyarstars,Chaos,1,0,0,0,0,0,0,0,0,0,0,0,1
1000435fe3,1,Leoric's new best friends,Vampire,Tyrael,Vampire,3,3,20348532,Fyarstars,Chaos,4,2,0,0,0,1,0,0,1,0,12,0,8
1000435fe3,1,Leoric's new best friends,Vampire,Auriel,Vampire,1,5,22145650,Fyarstars,Chaos,2,4,1,1,0,1,0,0,0,0,26,0,9
1000435fe3,1,Fyarstars,Chaos,Spraye,Beastman,3,6,19048640,Leoric's new best friends,Vampire,2,1,1,0,0,0,1,12,0,0,38,1,9
1000435fe3,1,Fyarstars,Chaos,Rail,Chaos Warrior,3,2,19048296,Leoric's new best friends,Vampire,6,2,1,1,0,0,0,0,1,0,10,0,8
1000435fe3,1,Fyarstars,Chaos,Mash,Chaos Warrior,3,0,19048213,Leoric's new best friends,Vampire,5,1,0,0,0,0,0,0,0,0,0,0,2
1000435fe3,1,Fyarstars,Chaos,Mylo,Beastman,1,2,20162916,Leoric's new best friends,Vampire,2,1,0,1,0,0,0,0,0,0,0,0,3
1000435fe3,1,Fyarstars,Chaos,Thish,Beastman,2,0,19048639,Leoric's new best friends,Vampire,4,1,0,0,0,0,0,0,0,0,0,0,2
1000435fe3,1,Fyarstars,Chaos,Risano,Beastman,1,3,21390596,Leoric's new best friends,Vampire,0,0,0,0,0,1,0,0,0,0,16,0,4
1000435fe3,1,Fyarstars,Chaos,Ainar,Chaos Warrior,3,0,19048372,Leoric's new best friends,Vampire,2,0,0,0,0,0,0,0,0,0,0,0,1
1000435fe3,1,Fyarstars,Chaos,Unf,Minotaur,5,4,14952355,Leoric's new best friends,Vampire,10,3,0,2,0,0,0,0,0,0,0,0,6
1000435fe3,1,Fyarstars,Chaos,Knurrys,Beastman,1,0,19048642,Leoric's new best friends,Vampire,1,1,0,0,0,0,0,0,0,0,0,0,2
1000435fe3,1,Fyarstars,Chaos,Argos,Beastman,2,0,19048641,Leoric's new best friends,Vampire,1,1,0,0,0,0,0,0,0,0,0,0,2
1000435fe3,1,Fyarstars,Chaos,Braxx,Chaos Warrior,2,0,19048211,Leoric's new best friends,Vampire,9,2,0,0,0,0,0,0,0,0,0,0,3
10004348f1,1,Bitten Heroes,Vampire,(High in) Ironman,Thrall,2,5,21700203,Buff Men With Short Legs,Dwarf,0,0,0,0,0,0,0,0,0,0,0,0,0
10004348f1,1,Bitten Heroes,Vampire,Count America,Vampire,3,0,17325673,Buff Men With Short Legs,Dwarf,6,1,0,0,0,0,0,0,0,0,0,0,3
10004348f1,1,Bitten Heroes,Vampire,Black Widowed,Thrall,1,0,22877575,Buff Men With Short Legs,Dwarf,0,0,0,0,0,0,0,0,0,0,0,0,0
10004348f1,1,Bitten Heroes,Vampire,Hairy Porter,Thrall,3,0,17325684,Buff Men With Short Legs,Dwarf,6,1,0,0,0,0,0,0,0,0,0,0,3
10004348f1,1,Bitten Heroes,Vampire,Leonid Dankevych,Thrall,2,0,21700059,Buff Men With Short Legs,Dwarf,1,0,0,0,0,0,0,0,0,0,0,0,1
10004348f1,1,Bitten Heroes,Vampire,Red Richards,Thrall,1,0,21106859,Buff Men With Short Legs,Dwarf,0,0,0,0,0,0,0,0,0,0,0,0,0
10004348f1,1,Bitten Heroes,Vampire,PLAYER_NAMES_CHAMPION_WILHELM,Star Player,1,0,14,Buff Men With Short Legs,Dwarf,5,2,0,0,0,0,0,0,0,0,0,0,2
10004348f1,1,Bitten Heroes,Vampire,Blo-zone,Thrall,1,0,22138950,Buff Men With Short Legs,Dwarf,0,0,0,0,0,0,0,0,0,0,0,0,0
10004348f1,1,Bitten Heroes,Vampire,The Green Haemoglobin,Thrall,1,0,20615066,Buff Men With Short Legs,Dwarf,1,0,0,0,0,0,0,0,0,0,0,0,1
10004348f1,1,Bitten Heroes,Vampire,Batman (Duh),Vampire,4,5,17325674,Buff Men With Short Legs,Dwarf,4,2,0,1,0,1,0,0,0,0,26,0,7
10004348f1,1,Bitten Heroes,Vampire,Scarlett Itch 2,Thrall,1,0,21700227,Buff Men With Short Legs,Dwarf,0,0,0,0,0,0,0,0,0,0,0,0,0
10004348f1,1,Bitten Heroes,Vampire,Groot Beer,Thrall,1,0,22291816,Buff Men With Short Legs,Dwarf,1,0,0,0,0,0,0,0,0,0,0,0,1
10004348f1,1,Bitten Heroes,Vampire,The Flesh,Thrall,3,0,17325682,Buff Men With Short Legs,Dwarf,5,0,0,0,0,0,0,0,0,0,0,0,1
10004348f1,1,Bitten Heroes,Vampire,Marty McBite,Vampire,3,0,17513858,Buff Men With Short Legs,Dwarf,4,1,0,0,0,0,0,0,0,0,14,0,3
10004348f1,1,Buff Men With Short Legs,Dwarf,Ekror,Longbeard,1,5,21185148,Bitten Heroes,Vampire,0,0,0,0,0,0,0,0,0,0,0,0,0
10004348f1,1,Buff Men With Short Legs,Dwarf,Mr. Guard,Longbeard,2,0,18695909,Bitten Heroes,Vampire,5,0,0,0,0,0,0,0,0,0,0,0,1
10004348f1,1,Buff Men With Short Legs,Dwarf,Mr. Tackle,Longbeard,2,2,18695907,Bitten Heroes,Vampire,6,4,0,1,0,0,0,0,0,0,0,0,5
10004348f1,1,Buff Men With Short Legs,Dwarf,Mr. Pirate,Troll Slayer,3,0,18695901,Bitten Heroes,Vampire,3,2,0,0,0,0,0,0,0,0,0,0,2
10004348f1,1,Buff Men With Short Legs,Dwarf,Mr. Armour,Longbeard,2,0,20417188,Bitten Heroes,Vampire,3,0,0,0,0,0,0,0,0,0,0,0,1
10004348f1,1,Buff Men With Short Legs,Dwarf,Mr. Mohawk,Troll Slayer,5,10,18695900,Bitten Heroes,Vampire,15,6,0,5,0,0,0,0,0,0,0,0,11
10004348f1,1,Buff Men With Short Legs,Dwarf,Mr. Thick Skull,Longbeard,3,0,18695908,Bitten Heroes,Vampire,9,1,0,0,0,0,0,0,0,0,0,0,3
10004348f1,1,Buff Men With Short Legs,Dwarf,Mr. Block,Longbeard,2,0,18695906,Bitten Heroes,Vampire,5,0,0,0,0,0,0,0,0,0,0,0,1
10004348f1,1,Buff Men With Short Legs,Dwarf,Mr. Four Knot,Blitzer,3,0,18695902,Bitten Heroes,Vampire,1,0,0,0,0,0,0,0,0,0,0,0,1
10004348f1,1,Buff Men With Short Legs,Dwarf,Mr. Wall,Longbeard,2,0,18695905,Bitten Heroes,Vampire,1,0,0,0,0,0,0,0,0,0,0,0,1
10004348f1,1,Buff Men With Short Legs,Dwarf,Mr. Run For It,Runner,5,6,18695904,Bitten Heroes,Vampire,1,0,0,0,0,2,0,0,0,0,68,0,9
10004348f1,1,Buff Men With Short Legs,Dwarf,Mr. Mustache,Blitzer,1,0,18695903,Bitten Heroes,Vampire,4,0,0,0,0,0,0,0,0,0,0,0,1
10004361f0,1,Predatori Fiorentini,Lizardmen,Otz of Zlatlan,Saurus,1,5,20066406,Pink Power Puftah,Necromantic,4,0,0,0,0,0,0,0,0,0,0,0,1
10004361f0,1,Predatori Fiorentini,Lizardmen,Tlantec,Saurus,2,2,20066404,Pink Power Puftah,Necromantic,4,1,0,1,0,0,0,0,0,0,0,0,3
10004361f0,1,Predatori Fiorentini,Lizardmen,Oatlkuit,Saurus,2,0,20066407,Pink Power Puftah,Necromantic,3,1,0,0,0,0,0,0,0,0,0,0,2
10004361f0,1,Predatori Fiorentini,Lizardmen,Oatluaxjah,Saurus,2,0,20066403,Pink Power Puftah,Necromantic,10,4,2,0,0,0,0,0,0,0,0,0,6
10004361f0,1,Predatori Fiorentini,Lizardmen,Xhoteinq,Skink,1,0,21325029,Pink Power Puftah,Necromantic,0,0,0,0,0,0,0,0,0,0,0,0,0
10004361f0,1,Predatori Fiorentini,Lizardmen,Krogxholankha,Kroxigor,1,0,20066402,Pink Power Puftah,Necromantic,7,0,0,0,0,0,0,0,0,0,0,0,2
10004361f0,1,Predatori Fiorentini,Lizardmen,Huan of Chaqua,Saurus,1,0,20066408,Pink Power Puftah,Necromantic,6,0,0,0,0,0,0,0,0,0,0,0,2
10004361f0,1,Predatori Fiorentini,Lizardmen,Goqlt,Saurus,1,0,20066405,Pink Power Puftah,Necromantic,6,3,0,0,0,0,0,0,0,0,0,0,4
10004361f0,1,Predatori Fiorentini,Lizardmen,Xholtenqhex,Skink,2,0,20066410,Pink Power Puftah,Necromantic,0,0,0,0,0,0,0,0,0,0,0,0,0
10004361f0,1,Predatori Fiorentini,Lizardmen,Tlaxkoet,Skink,1,0,20066411,Pink Power Puftah,Necromantic,0,0,0,0,0,0,0,0,0,0,0,0,0
10004361f0,1,Predatori Fiorentini,Lizardmen,Oatlgoroqs,Skink,2,0,20066412,Pink Power Puftah,Necromantic,0,0,0,0,0,0,0,0,0,0,42,0,1
10004361f0,1,Predatori Fiorentini,Lizardmen,Loqtsa,Skink,1,0,21325025,Pink Power Puftah,Necromantic,0,0,0,0,0,0,0,0,0,0,0,0,0
10004361f0,1,Pink Power Puftah,Necromantic,Pinkypie,Flesh Golem,2,5,19739367,Predatori Fiorentini,Lizardmen,5,1,0,0,0,0,0,0,0,0,8,0,3
10004361f0,1,Pink Power Puftah,Necromantic,Count Pinkkula,Wight,3,7,19739368,Predatori Fiorentini,Lizardmen,3,4,1,2,0,1,0,0,1,0,28,0,12
10004361f0,1,Pink Power Puftah,Necromantic,Cry'mulgor,Zombie,1,0,22307616,Predatori Fiorentini,Lizardmen,2,0,0,0,0,0,0,0,0,0,0,0,1
10004361f0,1,Pink Power Puftah,Necromantic,Mr Pink,Wight,4,4,19739369,Predatori Fiorentini,Lizardmen,7,4,0,2,0,0,0,0,0,0,8,0,7
10004361f0,1,Pink Power Puftah,Necromantic,Pinky,Flesh Golem,3,0,19739366,Predatori Fiorentini,Lizardmen,9,0,0,0,0,0,0,0,0,0,0,0,2
10004361f0,1,Pink Power Puftah,Necromantic,Pink3,Zombie,2,0,19739372,Predatori Fiorentini,Lizardmen,5,0,0,0,0,0,0,0,0,0,0,0,1
10004361f0,1,Pink Power Puftah,Necromantic,Pink4,Zombie,1,0,19739373,Predatori Fiorentini,Lizardmen,0,0,0,0,0,0,0,0,0,0,0,0,0
10004361f0,1,Pink Power Puftah,Necromantic,Pink2,Zombie,1,0,22307704,Predatori Fiorentini,Lizardmen,3,1,1,0,0,0,0,0,0,0,0,0,3
10004361f0,1,Pink Power Puftah,Necromantic,Pink1,Zombie,1,0,22445213,Predatori Fiorentini,Lizardmen,0,0,0,0,0,0,0,0,0,0,0,0,0
10004361f0,1,Pink Power Puftah,Necromantic,Pink5,Zombie,2,0,21391635,Predatori Fiorentini,Lizardmen,2,0,0,0,0,0,0,0,0,0,0,0,1
10004361f0,1,Pink Power Puftah,Necromantic,Captain Pink,Werewolf,4,1,19739365,Predatori Fiorentini,Lizardmen,6,2,1,0,0,0,1,8,0,0,44,0,8
10004361f0,1,Pink Power Puftah,Necromantic,Pink6,Zombie,1,0,22444103,Predatori Fiorentini,Lizardmen,0,0,0,0,0,0,0,0,0,0,0,0,0
10004361f0,1,Pink Power Puftah,Necromantic,Pinkzilla,Werewolf,2,2,22217942,Predatori Fiorentini,Lizardmen,6,1,0,1,0,0,0,0,0,0,0,0,4
1000436bcc,1,The Voltrex Vanguard,High Elf,Zakariem,Catcher,2,6,19535388,Grim Guardians,Undead,0,0,0,0,0,0,1,4,1,0,12,0,6
1000436bcc,1,The Voltrex Vanguard,High Elf,Leviran Veo'than,Thrower,3,2,19535387,Grim Guardians,Undead,1,0,0,0,0,0,2,28,1,0,24,0,10
1000436bcc,1,The Voltrex Vanguard,High Elf,Kiirdur Norosumé,Lineman,2,0,20712204,Grim Guardians,Undead,0,0,0,0,0,0,0,0,0,0,0,0,0
1000436bcc,1,The Voltrex Vanguard,High Elf,Razeriem,Catcher,2,1,19535389,Grim Guardians,Undead,1,0,0,0,0,0,1,4,2,0,32,0,9
1000436bcc,1,The Voltrex Vanguard,High Elf,Aerimor,Lineman,2,0,19535394,Grim Guardians,Undead,3,0,0,0,0,0,0,0,0,0,0,0,1
1000436bcc,1,The Voltrex Vanguard,High Elf,Gel'larian Windsbreath,Blitzer,3,2,19535385,Grim Guardians,Undead,10,2,0,1,0,0,0,0,0,0,0,0,4
1000436bcc,1,The Voltrex Vanguard,High Elf,Alyan Undoos,Lineman,2,1,21185108,Grim Guardians,Undead,1,0,0,0,0,0,1,8,0,0,0,0,4
1000436bcc,1,The Voltrex Vanguard,High Elf,Tûrciniien Auglata,Lineman,1,0,11,Grim Guardians,Undead,2,0,0,0,0,0,0,0,0,0,0,0,1
1000436bcc,1,The Voltrex Vanguard,High Elf,Talan,Lineman,3,0,19535393,Grim Guardians,Undead,0,0,0,0,0,0,0,0,0,0,0,0,0
1000436bcc,1,The Voltrex Vanguard,High Elf,Ceviran Lightbringer,Blitzer,1,3,21538057,Grim Guardians,Undead,4,0,0,0,0,1,0,0,1,0,16,1,9
1000436bcc,1,The Voltrex Vanguard,High Elf,Laerraththor Miththalar,Lineman,1,0,10,Grim Guardians,Undead,1,0,0,0,0,0,0,0,0,0,0,0,1
1000436bcc,1,Grim Guardians,Undead,Lou Costello,Mummy,2,5,17077664,The Voltrex Vanguard,High Elf,7,1,0,0,0,0,0,0,0,0,0,0,3
1000436bcc,1,Grim Guardians,Undead,Flaker,Zombie,2,0,20739298,The Voltrex Vanguard,High Elf,2,2,0,0,0,0,0,0,0,0,0,0,2
1000436bcc,1,Grim Guardians,Undead,Snub Pollard,Ghoul,1,3,20429376,The Voltrex Vanguard,High Elf,2,2,1,0,0,1,0,0,0,0,40,0,7
1000436bcc,1,Grim Guardians,Undead,Bud Abbott,Mummy,2,2,17077663,The Voltrex Vanguard,High Elf,8,3,1,1,0,0,0,0,0,0,0,0,6
1000436bcc,1,Grim Guardians,Undead,Sextus Jointless,Skeleton,1,0,47,The Voltrex Vanguard,High Elf,2,0,0,0,0,0,0,0,0,0,0,0,1
1000436bcc,1,Grim Guardians,Undead,Roscoe Arbuckle,Ghoul,2,0,19811601,The Voltrex Vanguard,High Elf,2,0,0,0,0,0,0,0,0,0,24,0,2
1000436bcc,1,Grim Guardians,Undead,Moe Howard,Zombie,2,0,17077668,The Voltrex Vanguard,High Elf,1,1,0,0,0,0,0,0,0,0,0,0,2
1000436bcc,1,Grim Guardians,Undead,Stan Laurel,Wight,2,2,21187572,The Voltrex Vanguard,High Elf,7,2,0,1,0,0,0,0,0,0,0,0,4
1000436bcc,1,Grim Guardians,Undead,Larry Fine,Zombie,3,0,17087950,The Voltrex Vanguard,High Elf,5,0,0,0,0,0,0,0,0,0,0,0,1
1000436bcc,1,Grim Guardians,Undead,Oliver Hardy,Wight,3,0,17077665,The Voltrex Vanguard,High Elf,2,0,0,0,0,0,0,0,0,0,0,0,1
1000436bcc,1,Grim Guardians,Undead,Red Skelton,Skeleton,1,0,17077667,The Voltrex Vanguard,High Elf,1,0,0,0,0,0,0,0,0,0,0,0,1
1000436ff5,1,Da Big Mulligans!,Orc,Barry Punched-Lots,Thrower,3,5,20907462,Scholars of Ogrehampshire,Ogre,1,0,0,0,0,0,0,0,0,0,0,0,1
1000436ff5,1,Da Big Mulligans!,Orc,Big Ug,Troll,3,0,19075440,Scholars of Ogrehampshire,Ogre,0,0,0,0,0,0,0,0,0,0,0,0,0
1000436ff5,1,Da Big Mulligans!,Orc,Rookadug,Blitzer,4,2,19075441,Scholars of Ogrehampshire,Ogre,11,7,2,1,0,0,0,0,0,0,0,0,10
1000436ff5,1,Da Big Mulligans!,Orc,Skipsey,Goblin,2,3,19080792,Scholars of Ogrehampshire,Ogre,0,0,0,0,0,1,0,0,0,0,58,0,5
1000436ff5,1,Da Big Mulligans!,Orc,Borak von 'Eadbutt,Black Orc,2,0,19075438,Scholars of Ogrehampshire,Ogre,3,0,0,0,0,0,0,0,0,0,0,0,1
1000436ff5,1,Da Big Mulligans!,Orc,My Arm,Blitzer,3,0,19075443,Scholars of Ogrehampshire,Ogre,6,2,1,0,0,0,0,0,0,0,0,0,4
1000436ff5,1,Da Big Mulligans!,Orc,Murdoc da Spleenripp'd,Black Orc,2,0,21339441,Scholars of Ogrehampshire,Ogre,8,1,1,0,0,0,0,0,0,0,0,0,4
1000436ff5,1,Da Big Mulligans!,Orc,Rowlin' Rom,Blitzer,3,0,21114442,Scholars of Ogrehampshire,Ogre,1,0,0,0,0,0,0,0,0,0,0,0,1
1000436ff5,1,Da Big Mulligans!,Orc,Rogal Butts,Lineman,2,0,20060975,Scholars of Ogrehampshire,Ogre,1,3,0,0,0,0,0,0,0,0,0,0,3
1000436ff5,1,Da Big Mulligans!,Orc,Skramblitz,Blitzer,3,2,19075442,Scholars of Ogrehampshire,Ogre,2,2,0,1,0,0,0,0,0,0,0,0,3
1000436ff5,1,Da Big Mulligans!,Orc,Lil' Ug,Black Orc,2,0,19075439,Scholars of Ogrehampshire,Ogre,10,5,0,0,0,0,0,0,0,0,0,0,5
1000436ff5,1,Da Big Mulligans!,Orc,Boris Kick'd-Lots,Lineman,2,0,21696278,Scholars of Ogrehampshire,Ogre,6,1,0,0,0,0,0,0,0,0,0,0,3
1000436ff5,1,Da Big Mulligans!,Orc,Gorshak Goldtoof,Black Orc,2,0,19075437,Scholars of Ogrehampshire,Ogre,6,1,1,0,0,0,0,0,0,0,0,0,4
1000436ff5,1,Scholars of Ogrehampshire,Ogre,Commoner,Gnoblar,2,5,17177862,Da Big Mulligans!,Orc,0,0,0,0,0,0,0,0,0,0,0,0,0
1000436ff5,1,Scholars of Ogrehampshire,Ogre,Pikey,Gnoblar,1,0,17177856,Da Big Mulligans!,Orc,0,0,0,0,0,0,0,0,0,0,0,0,0
1000436ff5,1,Scholars of Ogrehampshire,Ogre,Sir Ichibald,Ogre,3,0,17179807,Da Big Mulligans!,Orc,6,0,0,0,0,0,0,0,0,0,0,0,2
1000436ff5,1,Scholars of Ogrehampshire,Ogre,WIlhelm the Wise,Ogre,3,2,17179291,Da Big Mulligans!,Orc,7,2,0,1,1,0,0,0,0,0,0,0,6
1000436ff5,1,Scholars of Ogrehampshire,Ogre,The Wealthiest Coffee,Ogre,2,6,19833331,Da Big Mulligans!,Orc,7,4,0,3,0,0,0,0,0,0,0,0,7
1000436ff5,1,Scholars of Ogrehampshire,Ogre,Yob,Gnoblar,3,1,17177855,Da Big Mulligans!,Orc,0,0,0,0,0,0,1,4,0,0,16,0,4
1000436ff5,1,Scholars of Ogrehampshire,Ogre,Rapscallian,Gnoblar,1,0,20774004,Da Big Mulligans!,Orc,0,0,0,0,0,0,0,0,0,0,0,0,0
1000436ff5,1,Scholars of Ogrehampshire,Ogre,Esteemed Eleron,Ogre,3,2,17179806,Da Big Mulligans!,Orc,2,2,1,1,0,0,0,0,0,0,0,0,4
1000436ff5,1,Scholars of Ogrehampshire,Ogre,Delinquent,Gnoblar,1,0,21425874,Da Big Mulligans!,Orc,1,0,0,0,0,0,0,0,0,0,16,0,2
1000436ff5,1,Scholars of Ogrehampshire,Ogre,Reginald Bonefist,Ogre,3,0,17179974,Da Big Mulligans!,Orc,6,2,0,0,0,0,0,0,0,0,0,0,3
1000436ff5,1,Scholars of Ogrehampshire,Ogre,Working Class,Gnoblar,1,0,17177857,Da Big Mulligans!,Orc,0,0,0,0,0,0,0,0,0,0,0,0,0
1000436ff5,1,Scholars of Ogrehampshire,Ogre,Prof. Prometheus,Ogre,3,0,17179293,Da Big Mulligans!,Orc,3,0,0,0,0,0,0,0,1,0,20,0,4
1000436ff5,1,Scholars of Ogrehampshire,Ogre,Slapper,Gnoblar,1,0,21425857,Da Big Mulligans!,Orc,0,0,0,0,0,0,0,0,0,0,0,0,0
1000436fa5,1,Definitely Not A Zoo,Underworld Denizens,Firefly,Lineman,2,8,19012934,Molehill Mountaineers,Chaos Dwarf,0,0,0,0,0,1,0,0,0,0,12,0,4
1000436fa5,1,Definitely Not A Zoo,Underworld Denizens,Cat,Blitzer,4,2,19012931,Molehill Mountaineers,Chaos Dwarf,10,9,2,1,0,0,0,0,0,0,0,0,10
1000436fa5,1,Definitely Not A Zoo,Underworld Denizens,Butterfly,Warpstone Troll,2,2,19012929,Molehill Mountaineers,Chaos Dwarf,4,1,0,1,0,0,0,0,0,0,0,0,3
1000436fa5,1,Definitely Not A Zoo,Underworld Denizens,Dog,Thrower,3,0,19012932,Molehill Mountaineers,Chaos Dwarf,5,1,0,0,0,0,0,0,0,0,22,0,3
1000436fa5,1,Definitely Not A Zoo,Underworld Denizens,Squid,Thrower,1,3,22472740,Molehill Mountaineers,Chaos Dwarf,1,1,1,0,0,1,0,0,0,0,30,0,7
1000436fa5,1,Definitely Not A Zoo,Underworld Denizens,Lion II,Goblin,1,0,22582508,Molehill Mountaineers,Chaos Dwarf,0,0,0,0,0,0,0,0,0,0,0,0,0
1000436fa5,1,Definitely Not A Zoo,Underworld Denizens,Bee,Blitzer,2,0,19012930,Molehill Mountaineers,Chaos Dwarf,7,1,0,0,0,0,0,0,0,0,0,0,3
1000436fa5,1,Definitely Not A Zoo,Underworld Denizens,Narwhall II,Lineman,3,0,19676853,Molehill Mountaineers,Chaos Dwarf,5,1,0,0,0,0,0,0,0,0,12,1,5
1000436fa5,1,Definitely Not A Zoo,Underworld Denizens,Panther II,Goblin,1,0,19998004,Molehill Mountaineers,Chaos Dwarf,0,0,0,0,0,0,0,0,0,0,0,0,0
1000436fa5,1,Definitely Not A Zoo,Underworld Denizens,PLAYER_NAMES_CHAMPION_BOMBERDRIBBLESNOT,Star Player,1,0,12,Molehill Mountaineers,Chaos Dwarf,0,0,0,0,0,0,0,0,0,0,0,0,0
1000436fa5,1,Definitely Not A Zoo,Underworld Denizens,PLAYER_NAMES_CHAMPION_FEZGLITCH_FALLBACK,Star Player,1,0,13,Molehill Mountaineers,Chaos Dwarf,1,1,0,0,0,0,0,0,0,0,0,0,2
1000436fa5,1,Definitely Not A Zoo,Underworld Denizens,Llama,Goblin,1,0,20938580,Molehill Mountaineers,Chaos Dwarf,0,0,0,0,0,0,0,0,0,0,0,0,0
1000436fa5,1,Definitely Not A Zoo,Underworld Denizens,Elephant,Goblin,2,0,19012936,Molehill Mountaineers,Chaos Dwarf,1,0,0,0,0,0,0,0,0,0,0,0,1
